,first_output_size,second_output_size,final_hidden_size,batch_size,epoch_num,train_accuracy,accuracy_except_0_and_1000,first_number_accuracy,second_number_accuracy
0,64,32,256,32,30,53.32,58.55,8.82,49.73
0,64,32,256,64,10,40.78,49.65,9.87,39.77
0,64,32,256,64,15,42.51,51.66,10.41,41.24
0,64,32,256,64,20,51.47,58.4,9.13,49.27
0,64,32,256,64,25,54.87,59.7,9.33,50.37
0,64,32,256,64,30,58.76,60.17,9.03,51.13
0,64,32,256,128,10,46.78,55.57,8.83,46.75
0,64,32,256,128,15,50.77,57.71,8.9,48.81
0,64,32,256,128,20,53.64,58.93,9.25,49.68
0,64,32,256,128,25,56.56,59.98,9.4,50.58
0,64,32,256,128,30,60.24,60.36,9.36,51.0
0,64,32,512,32,10,50.45,58.43,9.1,49.32
0,64,32,512,32,15,54.14,60.08,9.17,50.9
0,64,32,512,32,20,57.12,60.94,9.14,51.81
0,64,32,512,32,25,59.89,60.62,8.87,51.75
0,64,32,512,32,30,62.47,60.78,9.14,51.64
0,64,32,512,64,10,53.65,59.87,9.44,50.43
0,64,32,512,64,15,58.54,61.57,9.31,52.26
0,64,32,512,64,20,62.98,61.92,9.01,52.91
0,64,32,512,64,25,67.17,62.07,9.06,53.01
0,64,32,512,64,30,70.96,61.76,8.88,52.88
0,64,32,512,128,10,41.47,50.58,10.13,40.45
0,64,32,512,128,15,44.37,53.0,10.38,42.62
0,64,32,512,128,20,46.72,53.99,10.47,43.52
0,64,32,512,128,25,48.29,55.06,10.33,44.73
0,64,32,512,128,30,49.52,55.53,10.41,45.13
0,128,8,128,32,10,36.52,45.5,9.34,36.16
0,128,8,128,32,15,36.66,45.72,9.58,36.14
0,128,8,128,32,20,36.84,45.99,9.56,36.44
0,128,8,128,32,25,36.87,45.95,9.56,36.39
0,128,8,128,32,30,37.0,46.16,10.12,36.05
0,128,8,128,64,10,51.26,56.75,8.59,48.16
0,128,8,128,64,15,57.51,56.83,8.37,48.46
0,128,8,128,64,20,63.09,56.63,7.97,48.66
0,128,8,128,64,25,66.69,55.7,7.98,47.71
0,128,8,128,64,30,69.05,55.51,8.06,47.45
0,128,8,128,128,10,36.92,45.86,9.32,36.54
0,128,8,128,128,15,42.55,50.92,9.03,41.89
0,128,8,128,128,20,47.66,55.31,8.78,46.52
0,128,8,128,128,25,50.4,56.02,8.4,47.62
0,128,8,128,128,30,54.28,56.33,8.33,48.0
0,128,8,256,32,10,50.16,56.52,9.01,47.51
0,128,8,256,32,15,53.82,56.43,8.47,47.96
0,128,8,256,32,20,57.23,56.4,8.11,48.29
0,128,8,256,32,25,59.96,56.14,8.32,47.82
0,128,8,256,32,30,62.08,55.84,8.25,47.59
0,128,8,256,64,10,45.87,53.87,8.62,45.25
0,128,8,256,64,15,48.28,56.04,9.11,46.93
0,128,8,256,64,20,51.23,56.89,8.86,48.04
0,128,8,256,64,25,55.26,57.59,9.03,48.55
0,128,8,256,64,30,60.07,56.98,8.37,48.61
0,128,8,256,128,10,36.13,45.71,9.57,36.14
0,128,8,256,128,15,36.74,46.78,9.65,37.13
0,128,8,256,128,20,47.26,55.36,8.95,46.41
0,128,8,256,128,25,50.05,56.58,8.87,47.71
0,128,8,256,128,30,54.65,56.9,8.51,48.39
0,128,8,512,32,10,55.39,57.98,8.83,49.15
0,128,8,512,32,15,61.79,57.29,8.19,49.1
0,128,8,512,32,20,66.01,56.87,8.52,48.34
0,128,8,512,32,25,68.73,56.18,8.18,48.0
0,128,8,512,32,30,70.33,55.87,8.08,47.79
0,128,8,512,64,10,56.86,57.96,8.58,49.38
0,128,8,512,64,15,65.1,57.35,8.59,48.76
0,128,8,512,64,20,70.48,56.48,8.38,48.1
0,128,8,512,64,25,73.33,55.99,8.25,47.74
0,128,8,512,64,30,75.0,55.99,8.02,47.97
0,128,8,512,128,10,54.64,57.21,8.46,48.75
0,128,8,512,128,15,64.17,56.86,8.34,48.52
0,128,8,512,128,20,70.29,56.56,8.13,48.43
0,128,8,512,128,25,73.24,56.09,8.29,47.8
0,128,8,512,128,30,75.08,56.37,8.19,48.18
0,128,16,128,32,10,38.02,46.97,9.5,37.46
0,128,16,128,32,15,38.41,47.33,9.61,37.72
0,128,16,128,32,20,38.7,47.65,9.7,37.95
0,128,16,128,32,25,38.83,47.66,9.44,38.22
0,128,16,128,32,30,38.96,47.75,9.51,38.24
0,128,16,128,64,10,48.91,56.45,8.91,47.54
0,128,16,128,64,15,52.12,57.52,8.59,48.93
0,128,16,128,64,20,56.62,57.97,8.53,49.43
0,128,16,128,64,25,61.36,56.92,8.2,48.72
0,128,16,128,64,30,65.39,56.25,7.88,48.37
0,128,16,128,128,10,37.29,46.51,9.26,37.25
0,128,16,128,128,15,46.1,54.29,8.29,46.0
0,128,16,128,128,20,48.72,56.27,8.98,47.29
0,128,16,128,128,25,51.8,57.04,8.58,48.46
0,128,16,128,128,30,56.38,56.81,8.3,48.51
0,128,16,256,32,10,43.19,52.75,9.36,43.39
0,128,16,256,32,15,46.26,54.44,9.18,45.26
0,128,16,256,32,20,47.48,55.06,9.14,45.92
0,128,16,256,32,25,48.73,55.09,9.0,46.09
0,128,16,256,32,30,49.97,54.82,8.87,45.94
0,128,16,256,64,10,38.18,47.32,9.83,37.49
0,128,16,256,64,15,38.87,48.34,9.99,38.35
0,128,16,256,64,20,39.49,48.44,10.21,38.23
0,128,16,256,64,25,39.81,49.17,10.44,38.73
0,128,16,256,64,30,40.37,49.21,10.12,39.09
0,128,16,256,128,10,37.64,47.22,9.92,37.3
0,128,16,256,128,15,47.86,55.99,8.62,47.37
0,128,16,256,128,20,50.84,57.58,8.92,48.67
0,128,16,256,128,25,54.79,57.65,8.46,49.19
0,128,16,256,128,30,60.15,58.09,8.62,49.48
0,128,16,512,32,10,50.95,57.64,9.17,48.47
0,128,16,512,32,15,54.36,58.25,9.02,49.23
0,128,16,512,32,20,57.3,58.26,8.55,49.71
0,128,16,512,32,25,60.06,58.31,9.03,49.28
0,128,16,512,32,30,62.23,57.21,8.27,48.94
0,128,16,512,64,10,58.0,59.35,9.32,50.03
0,128,16,512,64,15,66.89,59.07,8.76,50.3
0,128,16,512,64,20,72.91,58.12,8.69,49.43
0,128,16,512,64,25,76.24,57.88,8.58,49.31
0,128,16,512,64,30,78.38,57.74,8.72,49.02
0,128,16,512,128,10,38.08,47.92,10.15,37.78
0,128,16,512,128,15,47.3,55.82,9.4,46.42
0,128,16,512,128,20,50.41,57.25,9.48,47.78
0,128,16,512,128,25,53.31,58.4,9.24,49.15
0,128,16,512,128,30,56.78,58.82,9.15,49.66
0,128,32,128,32,10,39.22,47.76,9.25,38.51
0,128,32,128,32,15,46.87,55.28,8.41,46.87
0,128,32,128,32,20,49.88,56.29,8.68,47.61
0,128,32,128,32,25,52.26,57.3,8.57,48.73
0,128,32,128,32,30,55.03,56.88,7.95,48.94
0,128,32,128,64,10,50.65,57.42,9.23,48.19
0,128,32,128,64,15,55.54,58.08,8.46,49.62
0,128,32,128,64,20,61.05,58.46,8.69,49.77
0,128,32,128,64,25,65.42,57.89,8.46,49.43
0,128,32,128,64,30,68.57,57.36,8.16,49.2
0,128,32,128,128,10,49.64,56.5,8.51,47.99
0,128,32,128,128,15,54.93,56.92,7.9,49.02
0,128,32,128,128,20,61.56,57.55,8.17,49.37
0,128,32,128,128,25,66.97,57.21,8.01,49.21
0,128,32,128,128,30,70.36,57.26,8.36,48.9
0,128,32,256,32,10,54.52,58.94,8.96,49.98
0,128,32,256,32,15,59.9,59.02,8.61,50.41
0,128,32,256,32,20,64.35,58.56,8.55,50.01
0,128,32,256,32,25,67.54,57.97,8.67,49.3
0,128,32,256,32,30,69.54,57.6,8.51,49.09
0,128,32,256,64,10,48.67,56.76,9.04,47.71
0,128,32,256,64,15,52.11,58.4,8.92,49.48
0,128,32,256,64,20,55.26,58.96,8.96,50.0
0,128,32,256,64,25,58.49,59.29,9.1,50.19
0,128,32,256,64,30,61.93,59.26,8.95,50.31
0,128,32,256,128,10,48.54,56.85,8.94,47.91
0,128,32,256,128,15,52.67,58.35,8.97,49.38
0,128,32,256,128,20,58.26,59.24,9.09,50.15
0,128,32,256,128,25,64.47,58.4,9.16,49.24
0,128,32,256,128,30,69.46,58.49,8.43,50.06
0,128,32,512,32,10,60.67,61.79,9.37,52.42
0,128,32,512,32,15,67.82,62.07,9.27,52.8
0,128,32,512,32,20,72.81,61.18,9.2,51.99
0,128,32,512,32,25,75.92,60.85,8.91,51.94
0,128,32,512,32,30,77.79,60.42,8.78,51.64
0,128,32,512,64,10,55.49,59.94,9.41,50.53
0,128,32,512,64,15,62.63,60.47,8.99,51.48
0,128,32,512,64,20,69.28,60.27,9.11,51.17
0,128,32,512,64,25,73.89,59.75,8.86,50.89
0,128,32,512,64,30,76.98,59.24,8.34,50.9
0,128,32,512,128,10,57.11,60.01,8.81,51.2
0,128,32,512,128,15,66.49,61.06,9.11,51.95
0,128,32,512,128,20,74.25,60.39,8.6,51.79
0,128,32,512,128,25,78.81,60.8,9.15,51.66
0,128,32,512,128,30,81.47,59.69,8.49,51.2
0,256,8,128,32,10,39.96,48.36,9.2,39.15
0,256,8,128,32,15,45.24,52.75,7.92,44.83
0,256,8,128,32,20,46.93,53.85,8.14,45.71
0,256,8,128,32,25,48.38,54.12,7.7,46.41
0,256,8,128,32,30,49.99,53.98,7.54,46.43
0,256,8,128,64,10,40.85,52.54,9.28,43.26
0,256,8,128,64,15,48.15,55.16,8.29,46.87
0,256,8,128,64,20,53.32,56.2,8.39,47.82
0,256,8,128,64,25,59.57,55.89,7.9,47.99
0,256,8,128,64,30,64.61,55.49,7.89,47.6
0,256,8,128,128,10,35.78,44.92,9.44,35.48
0,256,8,128,128,15,36.23,45.37,9.38,35.99
0,256,8,128,128,20,36.61,45.85,9.97,35.88
0,256,8,128,128,25,36.72,45.99,9.85,36.15
0,256,8,128,128,30,36.84,45.9,9.64,36.25
0,256,8,256,32,10,44.79,53.61,8.72,44.89
0,256,8,256,32,15,48.01,54.91,8.51,46.41
0,256,8,256,32,20,50.54,55.92,8.64,47.29
0,256,8,256,32,25,53.36,55.91,8.36,47.56
0,256,8,256,32,30,56.02,55.46,8.1,47.35
0,256,8,256,64,10,51.36,56.5,8.81,47.69
0,256,8,256,64,15,57.56,56.61,8.46,48.15
0,256,8,256,64,20,62.84,55.77,8.41,47.36
0,256,8,256,64,25,66.45,55.41,8.1,47.32
0,256,8,256,64,30,68.83,55.27,8.24,47.04
0,256,8,256,128,10,55.22,56.6,8.75,47.85
0,256,8,256,128,15,64.61,56.28,8.23,48.05
0,256,8,256,128,20,69.63,55.75,7.64,48.11
0,256,8,256,128,25,72.01,55.56,8.07,47.49
0,256,8,256,128,30,73.54,55.33,8.08,47.26
0,256,8,512,32,10,55.56,57.74,8.45,49.29
0,256,8,512,32,15,62.16,56.94,8.05,48.89
0,256,8,512,32,20,66.76,56.78,7.97,48.8
0,256,8,512,32,25,69.55,55.9,8.06,47.84
0,256,8,512,32,30,71.01,55.82,8.18,47.64
0,256,8,512,64,10,56.33,57.89,8.62,49.27
0,256,8,512,64,15,64.55,56.76,7.89,48.87
0,256,8,512,64,20,69.96,56.44,8.11,48.33
0,256,8,512,64,25,72.79,56.42,7.98,48.44
0,256,8,512,64,30,74.41,55.33,7.84,47.48
0,256,8,512,128,10,55.89,57.15,8.68,48.47
0,256,8,512,128,15,65.4,56.39,8.22,48.17
0,256,8,512,128,20,70.81,56.57,7.82,48.74
0,256,8,512,128,25,73.57,56.33,8.1,48.23
0,256,8,512,128,30,75.23,55.49,7.77,47.72
0,256,16,128,32,10,50.96,57.21,8.66,48.55
0,256,16,128,32,15,55.36,56.83,8.34,48.49
0,256,16,128,32,20,60.06,56.65,7.85,48.8
0,256,16,128,32,25,63.45,56.17,8.02,48.15
0,256,16,128,32,30,65.85,55.71,7.67,48.04
0,256,16,128,64,10,50.45,56.75,8.38,48.37
0,256,16,128,64,15,56.35,57.21,8.54,48.67
0,256,16,128,64,20,62.69,56.71,8.54,48.16
0,256,16,128,64,25,67.63,56.26,8.17,48.1
0,256,16,128,64,30,70.42,55.78,7.96,47.82
0,256,16,128,128,10,47.3,54.86,8.72,46.14
0,256,16,128,128,15,50.0,56.15,8.99,47.16
0,256,16,128,128,20,53.49,56.37,8.6,47.76
0,256,16,128,128,25,57.84,56.2,8.21,47.99
0,256,16,128,128,30,61.82,56.1,8.46,47.64
0,256,16,256,32,10,50.32,56.85,8.45,48.4
0,256,16,256,32,15,53.91,57.44,8.61,48.82
0,256,16,256,32,20,57.47,57.4,8.5,48.9
0,256,16,256,32,25,60.67,56.94,8.28,48.66
0,256,16,256,32,30,63.16,56.38,8.42,47.96
0,256,16,256,64,10,46.38,54.92,8.75,46.17
0,256,16,256,64,15,48.85,56.01,8.57,47.44
0,256,16,256,64,20,51.36,57.09,8.83,48.26
0,256,16,256,64,25,54.51,57.19,8.33,48.86
0,256,16,256,64,30,58.22,56.92,8.37,48.55
0,256,16,256,128,10,55.64,57.92,8.76,49.16
0,256,16,256,128,15,65.42,56.96,8.28,48.68
0,256,16,256,128,20,71.03,56.4,8.26,48.14
0,256,16,256,128,25,73.48,56.38,8.36,48.02
0,256,16,256,128,30,75.1,55.78,7.95,47.83
0,256,16,512,32,10,56.82,59.67,9.02,50.65
0,256,16,512,32,15,63.74,58.84,8.71,50.13
0,256,16,512,32,20,69.14,58.72,8.72,50.0
0,256,16,512,32,25,72.43,58.11,8.64,49.47
0,256,16,512,32,30,74.45,57.72,8.73,48.99
0,256,16,512,64,10,58.0,59.06,9.07,50.0
0,256,16,512,64,15,67.2,58.27,8.52,49.74
0,256,16,512,64,20,73.42,58.13,8.45,49.68
0,256,16,512,64,25,76.73,57.76,8.8,48.96
0,256,16,512,64,30,78.53,57.06,8.38,48.67
0,256,16,512,128,10,56.97,58.8,8.87,49.93
0,256,16,512,128,15,67.17,58.41,8.91,49.5
0,256,16,512,128,20,73.7,57.81,8.69,49.12
0,256,16,512,128,25,77.06,57.6,8.43,49.18
0,256,16,512,128,30,79.05,57.34,8.43,48.9
0,256,32,128,32,10,51.72,57.24,8.55,48.69
0,256,32,128,32,15,56.54,57.7,8.31,49.39
0,256,32,128,32,20,60.96,56.98,8.04,48.94
0,256,32,128,32,25,63.9,56.5,7.84,48.66
0,256,32,128,32,30,66.01,56.3,7.77,48.53
0,256,32,128,64,10,39.15,49.01,9.63,39.38
0,256,32,128,64,15,39.91,49.13,9.61,39.52
0,256,32,128,64,20,40.66,49.87,9.56,40.32
0,256,32,128,64,25,47.6,55.95,9.02,46.93
0,256,32,128,64,30,50.16,57.09,8.75,48.34
0,256,32,128,128,10,37.77,47.15,9.21,37.94
0,256,32,128,128,15,38.42,47.8,9.63,38.17
0,256,32,128,128,20,46.06,54.54,8.86,45.68
0,256,32,128,128,25,48.72,56.37,9.1,47.27
0,256,32,128,128,30,51.2,57.44,8.63,48.81
0,256,32,256,32,10,49.9,57.25,8.69,48.57
0,256,32,256,32,15,52.52,58.08,9.0,49.08
0,256,32,256,32,20,55.13,58.11,8.48,49.63
0,256,32,256,32,25,57.7,58.07,8.82,49.25
0,256,32,256,32,30,59.64,57.99,8.39,49.6
0,256,32,256,64,10,57.32,58.82,8.86,49.96
0,256,32,256,64,15,66.15,59.02,8.55,50.47
0,256,32,256,64,20,71.94,58.14,8.32,49.82
0,256,32,256,64,25,74.92,57.92,8.1,49.82
0,256,32,256,64,30,76.69,57.36,8.1,49.27
0,256,32,256,128,10,49.83,57.38,8.76,48.62
0,256,32,256,128,15,54.22,58.92,9.11,49.81
0,256,32,256,128,20,60.15,59.01,8.66,50.35
0,256,32,256,128,25,66.24,58.63,8.57,50.06
0,256,32,256,128,30,70.77,57.93,8.29,49.64
0,256,32,512,32,10,59.14,61.06,9.07,51.99
0,256,32,512,32,15,66.45,61.31,9.1,52.21
0,256,32,512,32,20,71.76,60.76,9.02,51.74
0,256,32,512,32,25,75.15,60.24,8.74,51.5
0,256,32,512,32,30,77.12,59.8,8.72,51.08
0,256,32,512,64,10,59.55,59.92,8.93,50.99
0,256,32,512,64,15,69.22,59.6,8.67,50.93
0,256,32,512,64,20,75.38,58.95,8.57,50.38
0,256,32,512,64,25,78.56,58.0,8.04,49.96
0,256,32,512,64,30,80.24,58.0,8.41,49.59
0,256,32,512,128,10,58.5,60.18,8.91,51.27
0,256,32,512,128,15,68.83,60.22,8.93,51.29
0,256,32,512,128,20,76.02,59.68,8.82,50.86
0,256,32,512,128,25,79.81,59.5,8.59,50.91
0,256,32,512,128,30,82.14,59.01,8.84,50.17
0,512,8,128,32,10,44.66,52.39,7.7,44.68
0,512,8,128,32,15,46.29,53.52,7.93,45.59
0,512,8,128,32,20,47.75,53.69,7.79,45.9
0,512,8,128,32,25,49.15,54.29,7.61,46.68
0,512,8,128,32,30,50.65,54.12,7.68,46.44
0,512,8,128,64,10,53.68,56.21,8.15,48.06
0,512,8,128,64,15,61.47,55.42,8.21,47.21
0,512,8,128,64,20,66.11,54.62,7.61,47.01
0,512,8,128,64,25,68.48,54.71,7.45,47.26
0,512,8,128,64,30,69.93,53.89,7.38,46.51
0,512,8,128,128,10,53.41,55.78,8.19,47.59
0,512,8,128,128,15,62.28,55.44,7.83,47.61
0,512,8,128,128,20,66.91,54.79,7.54,47.25
0,512,8,128,128,25,69.05,54.49,7.36,47.12
0,512,8,128,128,30,70.31,54.05,7.68,46.37
0,512,8,256,32,10,54.86,57.06,8.34,48.72
0,512,8,256,32,15,61.32,56.33,8.23,48.1
0,512,8,256,32,20,65.22,56.15,8.24,47.9
0,512,8,256,32,25,67.41,55.38,8.01,47.37
0,512,8,256,32,30,68.56,54.67,7.57,47.1
0,512,8,256,64,10,55.9,57.28,8.77,48.51
0,512,8,256,64,15,64.17,56.26,8.04,48.22
0,512,8,256,64,20,68.69,55.27,7.73,47.54
0,512,8,256,64,25,70.96,55.57,7.9,47.67
0,512,8,256,64,30,72.16,55.21,7.7,47.52
0,512,8,256,128,10,54.62,56.33,8.02,48.31
0,512,8,256,128,15,63.84,55.67,7.71,47.96
0,512,8,256,128,20,68.66,55.44,8.01,47.43
0,512,8,256,128,25,71.03,54.78,7.51,47.27
0,512,8,256,128,30,72.33,55.11,7.82,47.28
0,512,8,512,32,10,54.12,57.71,8.6,49.11
0,512,8,512,32,15,60.73,57.01,8.41,48.6
0,512,8,512,32,20,65.43,56.29,8.22,48.07
0,512,8,512,32,25,68.19,55.36,7.87,47.49
0,512,8,512,32,30,69.79,55.25,7.71,47.53
0,512,8,512,64,10,55.57,58.09,8.34,49.75
0,512,8,512,64,15,64.36,57.58,8.45,49.13
0,512,8,512,64,20,70.3,56.45,8.2,48.24
0,512,8,512,64,25,73.34,56.23,7.88,48.35
0,512,8,512,64,30,75.15,56.03,8.06,47.96
0,512,8,512,128,10,55.19,57.48,9.08,48.4
0,512,8,512,128,15,64.78,56.68,8.17,48.51
0,512,8,512,128,20,70.56,56.32,8.13,48.18
0,512,8,512,128,25,73.36,55.61,8.03,47.58
0,512,8,512,128,30,74.82,55.2,7.89,47.31
0,512,16,128,32,10,51.39,56.89,8.39,48.5
0,512,16,128,32,15,56.34,56.81,8.16,48.65
0,512,16,128,32,20,60.88,56.31,8.15,48.16
0,512,16,128,32,25,63.91,55.67,8.05,47.62
0,512,16,128,32,30,65.81,55.37,7.38,47.99
0,512,16,128,64,10,49.48,55.96,8.57,47.39
0,512,16,128,64,15,55.11,56.41,8.18,48.23
0,512,16,128,64,20,60.78,55.15,7.38,47.77
0,512,16,128,64,25,64.69,55.35,7.73,47.62
0,512,16,128,64,30,67.36,55.09,7.34,47.75
0,512,16,128,128,10,54.27,56.55,8.29,48.26
0,512,16,128,128,15,63.65,55.71,7.92,47.78
0,512,16,128,128,20,68.36,55.06,7.51,47.55
0,512,16,128,128,25,70.41,55.19,7.45,47.74
0,512,16,128,128,30,71.55,54.91,7.76,47.15
0,512,16,256,32,10,56.08,58.22,8.43,49.79
0,512,16,256,32,15,63.02,57.72,8.04,49.68
0,512,16,256,32,20,67.43,57.0,8.34,48.66
0,512,16,256,32,25,69.72,55.98,7.82,48.16
0,512,16,256,32,30,70.92,56.09,7.91,48.18
0,512,16,256,64,10,57.25,57.97,8.4,49.57
0,512,16,256,64,15,65.88,56.8,8.4,48.4
0,512,16,256,64,20,70.67,55.97,8.16,47.81
0,512,16,256,64,25,72.75,55.69,7.75,47.95
0,512,16,256,64,30,73.98,55.83,8.22,47.61
0,512,16,256,128,10,56.14,57.76,8.6,49.15
0,512,16,256,128,15,65.57,56.85,8.36,48.5
0,512,16,256,128,20,70.62,56.04,7.94,48.1
0,512,16,256,128,25,73.09,55.67,7.87,47.81
0,512,16,256,128,30,74.41,55.67,7.89,47.77
0,512,16,512,32,10,55.55,58.82,8.69,50.13
0,512,16,512,32,15,62.12,58.49,8.72,49.78
0,512,16,512,32,20,67.07,57.52,8.36,49.16
0,512,16,512,32,25,70.07,57.27,8.36,48.91
0,512,16,512,32,30,71.77,56.41,8.05,48.36
0,512,16,512,64,10,57.27,58.48,8.75,49.73
0,512,16,512,64,15,66.53,57.92,8.6,49.32
0,512,16,512,64,20,72.23,56.73,8.52,48.22
0,512,16,512,64,25,74.87,56.78,8.01,48.76
0,512,16,512,64,30,76.62,56.41,8.24,48.17
0,512,16,512,128,10,55.64,58.69,8.95,49.73
0,512,16,512,128,15,65.66,58.42,8.52,49.9
0,512,16,512,128,20,72.2,57.62,8.3,49.32
0,512,16,512,128,25,75.65,57.51,8.28,49.23
