,first_output_size,second_output_size,final_hidden_size,batch_size,epoch_num,train_accuracy,accuracy_except_0_and_1000,first_number_accuracy,second_number_accuracy
0,512,16,512,64,20,73.11,57.7,8.18,49.52
0,512,16,512,64,25,76.03,57.25,8.58,48.67
0,512,16,512,64,30,77.71,57.28,8.23,49.05
0,512,16,512,128,10,55.27,58.38,8.94,49.44
0,512,16,512,128,15,64.74,57.92,8.47,49.45
0,512,16,512,128,20,71.76,57.32,8.41,48.9
0,512,16,512,128,25,75.4,56.88,8.09,48.8
0,512,16,512,128,30,77.42,56.92,8.3,48.62
0,512,32,128,32,10,54.88,57.58,8.5,49.08
0,512,32,128,32,15,61.23,57.72,8.41,49.31
0,512,32,128,32,20,65.45,56.93,8.13,48.8
0,512,32,128,32,25,68.07,56.46,7.81,48.65
0,512,32,128,32,30,69.42,56.4,7.76,48.64
0,512,32,128,64,10,50.45,56.44,8.44,48.0
0,512,32,128,64,15,55.99,56.47,8.52,47.95
0,512,32,128,64,20,61.61,56.59,8.16,48.43
0,512,32,128,64,25,65.37,56.07,7.75,48.32
0,512,32,128,64,30,67.88,55.99,7.74,48.25
0,512,32,128,128,10,53.12,56.82,8.38,48.44
0,512,32,128,128,15,61.86,56.86,8.17,48.69
0,512,32,128,128,20,67.78,56.03,7.71,48.32
0,512,32,128,128,25,70.81,56.15,7.77,48.38
0,512,32,128,128,30,72.4,55.99,8.04,47.95
0,512,32,256,32,10,56.37,58.33,8.61,49.71
0,512,32,256,32,15,63.35,58.24,8.31,49.93
0,512,32,256,32,20,68.06,57.32,8.05,49.27
0,512,32,256,32,25,70.71,57.14,8.29,48.86
0,512,32,256,32,30,72.24,56.71,8.03,48.68
0,512,32,256,64,10,57.93,58.17,8.83,49.35
0,512,32,256,64,15,66.78,57.85,8.36,49.5
0,512,32,256,64,20,71.71,57.14,8.34,48.8
0,512,32,256,64,25,74.03,56.86,7.96,48.9
0,512,32,256,64,30,75.39,56.31,8.03,48.29
0,512,32,256,128,10,56.33,57.77,8.38,49.39
0,512,32,256,128,15,65.86,57.63,8.81,48.82
0,512,32,256,128,20,71.35,57.04,8.16,48.88
0,512,32,256,128,25,73.97,56.96,7.96,49.01
0,512,32,256,128,30,75.52,56.62,8.17,48.45
0,512,32,512,32,10,56.72,59.72,8.94,50.78
0,512,32,512,32,15,63.74,60.01,9.21,50.8
0,512,32,512,32,20,69.56,59.46,8.68,50.77
0,512,32,512,32,25,73.15,58.86,8.52,50.34
0,512,32,512,32,30,75.15,58.85,8.43,50.42
0,512,32,512,64,10,58.4,60.23,9.18,51.04
0,512,32,512,64,15,67.7,59.68,8.87,50.82
0,512,32,512,64,20,74.33,59.45,8.69,50.76
0,512,32,512,64,25,78.09,58.96,8.79,50.17
0,512,32,512,64,30,80.12,58.47,8.25,50.22
0,512,32,512,128,10,56.85,59.46,9.13,50.33
0,512,32,512,128,15,66.67,59.87,8.86,51.01
0,512,32,512,128,20,74.67,58.98,8.3,50.68
0,512,32,512,128,25,79.09,58.78,8.58,50.21
0,512,32,512,128,30,81.71,58.74,8.46,50.28
