,first_output_size,second_output_size,final_hidden_size,batch_size,epoch_num,train_accuracy,accuracy_except_0_and_1000,first_number_accuracy,second_number_accuracy
0,512,16,256,128,30,73.87,55.45,7.95,47.5
0,512,16,512,32,10,55.79,58.86,9.01,49.85
0,512,16,512,32,15,62.42,58.4,8.73,49.67
0,512,16,512,32,20,67.64,57.65,8.52,49.13
0,512,16,512,32,25,70.53,56.91,8.17,48.74
0,512,16,512,32,30,72.29,56.85,8.21,48.64
0,512,16,512,64,10,56.92,59.32,9.17,50.15
0,512,16,512,64,15,65.9,58.28,8.59,49.69
0,512,16,512,64,20,72.2,57.52,8.33,49.2
0,512,16,512,64,25,75.48,57.46,8.14,49.32
0,512,16,512,64,30,77.24,56.82,8.18,48.64
0,512,16,512,128,10,55.44,58.33,8.61,49.72
0,512,16,512,128,15,65.13,58.37,8.69,49.69
0,512,16,512,128,20,71.49,56.89,8.17,48.72
0,512,16,512,128,25,74.93,56.31,8.18,48.13
0,512,16,512,128,30,76.68,56.91,8.48,48.43
0,512,32,128,32,10,41.43,52.32,9.21,43.11
0,512,32,128,32,15,47.94,55.54,8.18,47.35
0,512,32,128,32,20,50.25,56.36,7.98,48.38
0,512,32,128,32,25,53.08,56.57,7.8,48.76
0,512,32,128,32,30,55.85,56.55,7.8,48.75
0,512,32,128,64,10,56.62,57.45,8.43,49.02
0,512,32,128,64,15,64.64,56.18,7.71,48.46
0,512,32,128,64,20,68.92,56.27,7.81,48.46
0,512,32,128,64,25,71.07,55.56,7.6,47.97
0,512,32,128,64,30,72.25,55.35,7.43,47.91
0,512,32,128,128,10,55.02,56.92,7.95,48.97
0,512,32,128,128,15,64.33,56.5,7.91,48.59
0,512,32,128,128,20,68.94,55.7,7.89,47.82
0,512,32,128,128,25,71.2,55.74,7.42,48.32
0,512,32,128,128,30,72.37,55.3,7.63,47.67
0,512,32,256,32,10,57.35,58.61,8.5,50.12
0,512,32,256,32,15,64.64,58.01,8.12,49.9
0,512,32,256,32,20,69.09,57.12,8.17,48.95
0,512,32,256,32,25,71.21,57.19,8.44,48.75
0,512,32,256,32,30,72.36,56.94,8.18,48.76
0,512,32,256,64,10,58.46,58.93,8.38,50.55
0,512,32,256,64,15,67.29,58.47,8.68,49.79
0,512,32,256,64,20,72.23,57.15,8.16,49.0
0,512,32,256,64,25,74.62,57.53,8.2,49.33
0,512,32,256,64,30,75.93,56.57,8.06,48.51
0,512,32,256,128,10,55.4,58.31,8.23,50.08
0,512,32,256,128,15,65.03,57.77,8.16,49.61
0,512,32,256,128,20,70.95,57.08,7.94,49.15
0,512,32,256,128,25,74.16,57.1,8.11,48.99
0,512,32,256,128,30,75.73,56.61,7.98,48.64
0,512,32,512,32,10,56.99,60.07,9.02,51.05
0,512,32,512,32,15,64.23,60.04,8.9,51.14
0,512,32,512,32,20,69.68,58.89,8.63,50.26
0,512,32,512,32,25,73.23,58.57,8.49,50.08
0,512,32,512,32,30,75.14,58.21,8.48,49.73
0,512,32,512,64,10,58.13,60.47,9.0,51.47
0,512,32,512,64,15,67.54,60.58,9.0,51.57
0,512,32,512,64,20,74.55,59.24,9.18,50.06
0,512,32,512,64,25,78.32,58.83,8.28,50.55
0,512,32,512,64,30,80.28,58.72,8.56,50.16
0,512,32,512,128,10,56.75,59.7,9.32,50.38
0,512,32,512,128,15,66.79,59.4,8.82,50.58
0,512,32,512,128,20,74.45,59.46,8.96,50.49
0,512,32,512,128,25,78.76,58.64,8.98,49.66
0,512,32,512,128,30,81.36,58.62,8.64,49.98
